Date,Sector,Sector_Log_Return
2014-02-21,Utilities,0.0010346224010157946
2014-02-28,Basic Materials,0.02713586290209488
2014-02-28,Communication Services,0.0007031183329910514
2014-02-28,Consumer Cyclical,0.01483811504082428
2014-02-28,Consumer Defensive,0.01751445633377361
2014-02-28,Energy,0.00012913688407778165
2014-02-28,Financial Services,0.019271554211733953
2014-02-28,Healthcare,0.018478281281832484
2014-02-28,Industrials,0.018234657279676065
2014-02-28,Real Estate,0.018358690109597876
2014-02-28,Technology,0.01716985356128795
2014-02-28,Utilities,-0.0007450057944058744
2014-03-07,Basic Materials,-0.00850555519040666
2014-03-07,Communication Services,-0.00530085882765572
2014-03-07,Consumer Cyclical,-0.01576111555122307
2014-03-07,Consumer Defensive,-0.00011322961795341138
2014-03-07,Energy,-0.005201757592722472
2014-03-07,Financial Services,0.013912193887616246
2014-03-07,Healthcare,-0.009059245939662071
2014-03-07,Industrials,-0.0025953484708318326
2014-03-07,Real Estate,-0.01742237396785126
2014-03-07,Technology,-0.005907478661067616
2014-03-07,Utilities,-0.012294938951646253
2014-03-14,Basic Materials,0.010686834781460028
2014-03-14,Communication Services,-0.0005717922753592522
2014-03-14,Consumer Cyclical,0.007878657360699702
2014-03-14,Consumer Defensive,0.0003117872298766083
2014-03-14,Energy,0.012046502889695701
2014-03-14,Financial Services,-0.004293307125579834
2014-03-14,Healthcare,0.0027529528954829074
2014-03-14,Industrials,-0.0019975973879979942
2014-03-14,Real Estate,0.0007282834001045925
2014-03-14,Technology,0.010151532382185835
2014-03-14,Utilities,0.0290166043114898
2014-03-21,Basic Materials,-0.009679699636869458
2014-03-21,Communication Services,-0.04264643426843239
2014-03-21,Consumer Cyclical,-0.03745611472700286
2014-03-21,Consumer Defensive,0.00210041143388727
2014-03-21,Energy,-0.0017957196007734755
2014-03-21,Financial Services,0.0010817064031880801
2014-03-21,Healthcare,-0.018797972722659942
2014-03-21,Industrials,-0.00041903779108740563
2014-03-21,Real Estate,-0.0073035142518629885
2014-03-21,Technology,0.007246144182434182
2014-03-21,Utilities,-2.5679182948962684e-05
2014-03-28,Basic Materials,0.0021832167570310958
2014-03-28,Communication Services,-0.014525498421269909
2014-03-28,Consumer Cyclical,0.0031863088114005714
2014-03-28,Consumer Defensive,0.006692143165155144
2014-03-28,Energy,0.022545570438527868
2014-03-28,Financial Services,-4.289934953448158e-05
2014-03-28,Healthcare,0.02079370469369932
2014-03-28,Industrials,0.012443176260643007
2014-03-28,Real Estate,0.010058127993059805
2014-03-28,Technology,0.01331033284169739
2014-03-28,Utilities,0.008517954505426467
2014-04-04,Basic Materials,-0.006418504226710128
2014-04-04,Communication Services,-0.03614107938955165
2014-04-04,Consumer Cyclical,-0.026201374900148986
2014-04-04,Consumer Defensive,0.0060440065879127005
2014-04-04,Energy,-0.009949612136481406
2014-04-04,Financial Services,-0.03776144525673364
2014-04-04,Healthcare,-0.027044058372266474
2014-04-04,Industrials,-0.018084419736903567
2014-04-04,Real Estate,0.00357183697686279
2014-04-04,Technology,-0.031107337641460696
2014-04-04,Utilities,0.017046613078911498
2014-04-11,Basic Materials,-0.006397765844750428
2014-04-11,Communication Services,-0.01921779808760386
2014-04-11,Consumer Cyclical,-0.031888658887739625
2014-04-11,Consumer Defensive,-0.0006809832429653488
2014-04-11,Energy,0.016862486583768606
2014-04-11,Financial Services,-0.008938262240508123
2014-04-11,Healthcare,-0.012074794845318624
2014-04-11,Industrials,-0.0045586855309086086
2014-04-11,Real Estate,-0.003755117798307383
2014-04-11,Technology,-0.011816595637176696
2014-04-11,Utilities,0.011671266949012406
2014-04-18,Basic Materials,0.024767952641174318
2014-04-18,Communication Services,0.0311172640284942
2014-04-18,Consumer Cyclical,0.03902255620004114
2014-04-18,Consumer Defensive,0.01022067378697155
2014-04-18,Energy,0.031232055717853452
2014-04-18,Financial Services,0.024893024352895015
2014-04-18,Healthcare,0.01906529729304168
2014-04-18,Industrials,0.02480956660666491
2014-04-18,Real Estate,0.01289261454373907
2014-04-18,Technology,0.03015148714666044
2014-04-18,Utilities,-0.004797490633104501
2014-04-25,Basic Materials,-0.008867149396330416
2014-04-25,Communication Services,-0.04214513808150219
2014-04-25,Consumer Cyclical,-0.030674798355919623
2014-04-25,Consumer Defensive,0.011745444488153255
2014-04-25,Energy,0.00582900701275221
2014-04-25,Financial Services,-0.013332440866615659
2014-04-25,Healthcare,-0.009823733739717988
2014-04-25,Industrials,-0.0044879348702722
2014-04-25,Real Estate,0.003710848555694477
2014-04-25,Technology,0.0010820223797943535
2014-04-25,Utilities,0.01647885562949213
2014-05-02,Basic Materials,-0.0012736091014851477
2014-05-02,Communication Services,-0.0034280842678187664
2014-05-02,Consumer Cyclical,-0.006694677552933063
2014-05-02,Consumer Defensive,-0.009901203356363273
2014-05-02,Energy,0.012673148287474695
2014-05-02,Financial Services,-0.014275662001979916
2014-05-02,Healthcare,-0.002931141227192907
2014-05-02,Industrials,-0.005475788516007822
2014-05-02,Real Estate,0.014284877723529208
2014-05-02,Technology,0.004030673824724285
2014-05-02,Utilities,-0.01069565817629695
2014-05-09,Basic Materials,0.008934113322114877
2014-05-09,Communication Services,0.031182614545751514
2014-05-09,Consumer Cyclical,-0.002180784032437939
2014-05-09,Consumer Defensive,0.018482275722626163
2014-05-09,Energy,0.001438147723061783
2014-05-09,Financial Services,0.022498914232484565
2014-05-09,Healthcare,0.019043183344486563
2014-05-09,Industrials,0.02245334431305842
2014-05-09,Real Estate,0.0129399099723336
2014-05-09,Technology,0.01117158604025864
2014-05-09,Utilities,-0.014497679065544751
2014-05-16,Basic Materials,-0.015501988416471508
2014-05-16,Communication Services,-0.003803057469823736
2014-05-16,Consumer Cyclical,-0.009340754938199768
2014-05-16,Consumer Defensive,-0.015176556009221319
2014-05-16,Energy,-0.00965944845039273
2014-05-16,Financial Services,-0.018742639763675673
2014-05-16,Healthcare,-0.006188862463861293
2014-05-16,Industrials,-0.02386584542926831
2014-05-16,Real Estate,0.0038005224249483653
2014-05-16,Technology,-0.0002982599791012992
2014-05-16,Utilities,-0.008477559636257181
2014-05-23,Basic Materials,0.005759748020097085
2014-05-23,Communication Services,0.05791593899630026
2014-05-23,Consumer Cyclical,0.037394767753056814
2014-05-23,Consumer Defensive,0.004236220149897122
2014-05-23,Energy,0.00964510985404217
2014-05-23,Financial Services,0.028525545705642474
2014-05-23,Healthcare,0.019494472309392222
2014-05-23,Industrials,0.021933669608140412
2014-05-23,Real Estate,0.008825488421203613
2014-05-23,Technology,0.028897983030524477
2014-05-23,Utilities,0.013383604920167904
2014-05-30,Basic Materials,0.004733160525258135
2014-05-30,Communication Services,-0.01570645998229619
2014-05-30,Consumer Cyclical,-0.0034364563050799813
2014-05-30,Consumer Defensive,0.008505634852393397
2014-05-30,Energy,0.011020406870617895
2014-05-30,Financial Services,0.0009957888269989462
2014-05-30,Healthcare,0.009735582913886895
2014-05-30,Industrials,0.005248133172957034
2014-05-30,Real Estate,-0.0033814914096145228
2014-05-30,Technology,0.004211695695517719
2014-05-30,Utilities,0.014109870838501796
2014-06-06,Basic Materials,0.011999253250784821
2014-06-06,Communication Services,0.024616336540044824
2014-06-06,Consumer Cyclical,0.0158603651365614
2014-06-06,Consumer Defensive,0.00710024830969551
2014-06-06,Energy,0.010924558306242754
2014-06-06,Financial Services,0.02514570715942435
2014-06-06,Healthcare,0.004931809459358768
2014-06-06,Industrials,0.023817910987345387
2014-06-06,Real Estate,0.0016240418918626355
2014-06-06,Technology,0.021234827654521487
2014-06-06,Utilities,-0.003100548078206176
2014-06-13,Basic Materials,-0.004884915927472896
2014-06-13,Communication Services,-0.01749831289406158
2014-06-13,Consumer Cyclical,0.011659344039271956
2014-06-13,Consumer Defensive,-0.007762447695399379
2014-06-13,Energy,0.028237224856529804
2014-06-13,Financial Services,-0.006670251294208157
2014-06-13,Healthcare,-0.0070647574751469535
2014-06-13,Industrials,-0.016898587182524634
2014-06-13,Real Estate,-0.004145358248777726
2014-06-13,Technology,0.01151432018963118
2014-06-13,Utilities,0.004114077746127352
2014-06-20,Basic Materials,0.015754116539029653
2014-06-20,Communication Services,0.01991696814454163
2014-06-20,Consumer Cyclical,0.002506485051717988
2014-06-20,Consumer Defensive,0.0086736412236168
2014-06-20,Energy,0.012261058537842848
2014-06-20,Financial Services,-0.0036560356184333624
2014-06-20,Healthcare,0.019757018952519776
2014-06-20,Industrials,-0.0018048809253721472
2014-06-20,Real Estate,0.01343200952959891
2014-06-20,Technology,-0.015954064060074002
2014-06-20,Utilities,0.02017677996561283
2014-06-27,Basic Materials,0.013130952083153602
2014-06-27,Communication Services,0.03366519772364374
2014-06-27,Consumer Cyclical,0.019433695317157808
2014-06-27,Consumer Defensive,-0.004408322356477793
2014-06-27,Energy,6.903950130666817e-05
2014-06-27,Financial Services,0.012119799637259473
2014-06-27,Healthcare,0.017484760678388764
2014-06-27,Industrials,0.005677900501703632
2014-06-27,Real Estate,0.01042007500187613
2014-06-27,Technology,0.02170976998696871
2014-06-27,Utilities,0.007625325803775259
2014-07-04,Basic Materials,-0.000550432097151816
2014-07-04,Communication Services,-0.03493683605889938
2014-07-04,Consumer Cyclical,-0.023828965742280005
2014-07-04,Consumer Defensive,0.00977509316713411
2014-07-04,Energy,-0.007968873361069974
2014-07-04,Financial Services,-0.006371322338268438
2014-07-04,Healthcare,-0.007414796582558107
2014-07-04,Industrials,-0.008615777272850445
2014-07-04,Real Estate,-0.003133408177499613
2014-07-04,Technology,-0.0035674072485358875
2014-07-04,Utilities,-0.01740126907322721
2014-07-11,Basic Materials,-0.001991924988746387
2014-07-11,Communication Services,0.030450574669047766
2014-07-11,Consumer Cyclical,0.01321168232995951
2014-07-11,Consumer Defensive,0.0002208401280050168
2014-07-11,Energy,-0.004011255244252535
2014-07-11,Financial Services,0.014823439142611335
2014-07-11,Healthcare,-0.0022208560337506106
2014-07-11,Industrials,0.004061122005824283
2014-07-11,Real Estate,0.010452941728230114
2014-07-11,Technology,0.010253174391872504
2014-07-11,Utilities,-0.008088726786483508
2014-07-18,Basic Materials,0.019153356826023538
2014-07-18,Communication Services,0.012711006315944608
2014-07-18,Consumer Cyclical,-0.00011908305127961757
2014-07-18,Consumer Defensive,-0.007220689968724288
2014-07-18,Energy,0.008780447787912309
2014-07-18,Financial Services,0.001801944585882997
2014-07-18,Healthcare,0.012831171479105626
2014-07-18,Industrials,0.003929958304870229
2014-07-18,Real Estate,0.009323614334741496
2014-07-18,Technology,0.0024043089755824603
2014-07-18,Utilities,0.0016668094641581104
2014-07-25,Basic Materials,-0.003102129196713932
2014-07-25,Communication Services,0.004610693619447464
2014-07-25,Consumer Cyclical,-0.014916208414394767
2014-07-25,Consumer Defensive,-0.006842445908116742
2014-07-25,Energy,-0.00277992798382881
2014-07-25,Financial Services,-0.011576401976452386
2014-07-25,Healthcare,0.003996076528629887
2014-07-25,Industrials,-0.02571940257451962
2014-07-25,Real Estate,-0.0005796761853508786
2014-07-25,Technology,-0.01750849551856646
2014-07-25,Utilities,-0.0008184051804980154
2014-08-01,Basic Materials,-0.019537579958180316
2014-08-01,Communication Services,-0.019969513638930722
2014-08-01,Consumer Cyclical,2.1310509541027072e-05
2014-08-01,Consumer Defensive,-0.01821810480710667
2014-08-01,Energy,-0.03727261846238516
2014-08-01,Financial Services,-0.024861686659352504
2014-08-01,Healthcare,-0.018868388147404706
2014-08-01,Industrials,-0.019302002907040285
2014-08-01,Real Estate,-0.01847592214972594
2014-08-01,Technology,-0.01328593004773137
2014-08-01,Utilities,-0.04274895853490005
2014-08-08,Basic Materials,0.012809909871621809
2014-08-08,Communication Services,-0.0038511722884376877
2014-08-08,Consumer Cyclical,0.02569075139105361
2014-08-08,Consumer Defensive,0.02008335508291313
2014-08-08,Energy,0.013141300496994373
2014-08-08,Financial Services,0.010866574566225405
2014-08-08,Healthcare,0.0004878685295454085
2014-08-08,Industrials,0.010568338393342532
2014-08-08,Real Estate,0.011123620823583818
2014-08-08,Technology,0.015260816320995943
2014-08-08,Utilities,0.012822257227379051
2014-08-15,Basic Materials,0.015917599349184235
2014-08-15,Communication Services,0.032412403568348166
2014-08-15,Consumer Cyclical,0.024953507222020613
2014-08-15,Consumer Defensive,0.022753224207787474
2014-08-15,Energy,0.021413666599912364
2014-08-15,Financial Services,0.016286230483065767
2014-08-15,Healthcare,0.03247300895358432
2014-08-15,Industrials,0.028837537044165897
2014-08-15,Real Estate,0.0263357485437103
2014-08-15,Technology,0.03499362442121608
2014-08-15,Utilities,0.024198959542628816
2014-08-22,Basic Materials,0.0043072460685396104
2014-08-22,Communication Services,-0.001470598392005177
2014-08-22,Consumer Cyclical,0.014751466319735777
2014-08-22,Consumer Defensive,0.004139674728382411
2014-08-22,Energy,0.008482198746308713
2014-08-22,Financial Services,0.022385300346935984
2014-08-22,Healthcare,0.009958300771809484
2014-08-22,Industrials,0.00606711230244672
2014-08-22,Real Estate,-0.004019025743696743
2014-08-22,Technology,0.007737628376531639
2014-08-22,Utilities,-0.0023801269509807995
2014-08-29,Basic Materials,-0.004246252013648426
2014-08-29,Communication Services,0.005105219946672295
2014-08-29,Consumer Cyclical,0.011791625449933745
2014-08-29,Consumer Defensive,0.003094401458973603
2014-08-29,Energy,-0.005634052925880574
2014-08-29,Financial Services,0.0011674220694854603
2014-08-29,Healthcare,0.0033196617051081526
2014-08-29,Industrials,0.0015869607376948597
2014-08-29,Real Estate,0.00439192749555161
2014-08-29,Technology,0.017331217337895406
2014-08-29,Utilities,0.011733827580693981
2014-09-05,Basic Materials,-0.008683808201457968
2014-09-05,Communication Services,0.000713989305203144
2014-09-05,Consumer Cyclical,-0.01520549519905166
2014-09-05,Consumer Defensive,0.0031668963578604693
2014-09-05,Energy,-0.020536251750502443
2014-09-05,Financial Services,-0.008347523283363313
2014-09-05,Healthcare,0.006405992520112789
2014-09-05,Industrials,-0.002699813343888203
2014-09-05,Real Estate,0.001462624517765711
2014-09-05,Technology,0.0013404525073876803
2014-09-05,Utilities,-0.0003307967218407681
2014-09-12,Basic Materials,0.00294360406675668
2014-09-12,Communication Services,-0.006443974939638102
2014-09-12,Consumer Cyclical,-0.007130828249149742
2014-09-12,Consumer Defensive,0.007224327653961351
2014-09-12,Energy,-0.0019915665192748013
2014-09-12,Financial Services,0.015463657777759468
2014-09-12,Healthcare,0.006679411272022638
2014-09-12,Industrials,0.0016444958903245944
2014-09-12,Real Estate,-0.03396399885448223
2014-09-12,Technology,-0.001145621118290447
2014-09-12,Utilities,0.0012368034192290498
2014-09-19,Basic Materials,-0.008500187778348607
2014-09-19,Communication Services,0.0004164049401591994
2014-09-19,Consumer Cyclical,-0.013930009215897812
2014-09-19,Consumer Defensive,-0.003771243927410895
2014-09-19,Energy,-0.023829840020966282
2014-09-19,Financial Services,-0.002686289861120836
2014-09-19,Healthcare,-0.0029890263696751972
2014-09-19,Industrials,-0.016211545921399388
2014-09-19,Real Estate,-0.019279998958679486
2014-09-19,Technology,-0.00762974352741763
2014-09-19,Utilities,-0.010310558830285633
2014-09-26,Basic Materials,-0.01912508845841796
2014-09-26,Communication Services,0.0005760119063380399
2014-09-26,Consumer Cyclical,-0.003834975559107062
2014-09-26,Consumer Defensive,0.0056592649709245055
2014-09-26,Energy,-0.014274719655415859
2014-09-26,Financial Services,-0.0059995879424961825
2014-09-26,Healthcare,-0.005628198429863477
2014-09-26,Industrials,-0.004856053341956165
2014-09-26,Real Estate,0.0028928809393633354
2014-09-26,Technology,-0.006526708936214646
2014-09-26,Utilities,-0.0002837940380850004
2014-10-03,Basic Materials,-0.03627218356136158
2014-10-03,Communication Services,-0.02099564040943242
2014-10-03,Consumer Cyclical,-0.002755776559985603
2014-10-03,Consumer Defensive,0.0025591027639774
2014-10-03,Energy,-0.03285055329717946
2014-10-03,Financial Services,-0.01628675640800386
2014-10-03,Healthcare,-0.012444685625178248
2014-10-03,Industrials,-0.02932054636195331
2014-10-03,Real Estate,-0.003319307615587211
2014-10-03,Technology,-0.02822708368994599
2014-10-03,Utilities,0.007846343838095474
2014-10-10,Basic Materials,-0.034470057491164746
2014-10-10,Communication Services,-0.041608010503669385
2014-10-10,Consumer Cyclical,-0.0446196133172821
2014-10-10,Consumer Defensive,-0.0021459398961829156
2014-10-10,Energy,-0.09142785277871143
2014-10-10,Financial Services,-0.023622956078449105
2014-10-10,Healthcare,-0.02920865508247143
2014-10-10,Industrials,-0.024278386820670763
2014-10-10,Real Estate,0.02403563650612761
2014-10-10,Technology,-0.05166323071643131
2014-10-10,Utilities,0.018484712633375852
2014-10-17,Basic Materials,0.05616531573919865
2014-10-17,Communication Services,-0.00032357001972199543
2014-10-17,Consumer Cyclical,0.03948324165157119
2014-10-17,Consumer Defensive,0.00715160209330659
2014-10-17,Energy,0.07979191108709299
2014-10-17,Financial Services,0.023102363856297346
2014-10-17,Healthcare,0.04368757686606708
2014-10-17,Industrials,0.045203523879142345
2014-10-17,Real Estate,0.029398524057253742
2014-10-17,Technology,0.05169220570023089
2014-10-17,Utilities,0.009993655051014929
2014-10-24,Basic Materials,-0.018050675025960215
2014-10-24,Communication Services,0.034516545418980346
2014-10-24,Consumer Cyclical,0.008684892783884828
2014-10-24,Consumer Defensive,0.01054612788178686
2014-10-24,Energy,0.0019096822573822871
2014-10-24,Financial Services,0.02225453129857644
2014-10-24,Healthcare,0.03277405610797961
2014-10-24,Industrials,0.0338454912791781
2014-10-24,Real Estate,0.010967947803573979
2014-10-24,Technology,0.02988548311371795
2014-10-24,Utilities,0.020515507915803526
2014-10-31,Basic Materials,-0.020630067350321676
2014-10-31,Communication Services,-0.009818020139159597
2014-10-31,Consumer Cyclical,0.004264927703423794
2014-10-31,Consumer Defensive,0.02329275817097534
2014-10-31,Energy,-0.020678562925396177
2014-10-31,Financial Services,0.03301152177769099
2014-10-31,Healthcare,0.02252603951631257
2014-10-31,Industrials,0.007964160009330748
2014-10-31,Real Estate,0.02951427025285348
2014-10-31,Technology,0.027660754824756845
2014-10-31,Utilities,0.013544203830437964
2014-11-07,Basic Materials,0.024022438399584914
2014-11-07,Communication Services,-0.0069890298063819845
2014-11-07,Consumer Cyclical,0.02717773462123258
2014-11-07,Consumer Defensive,0.012114118591454018
2014-11-07,Energy,0.032561963035886626
2014-11-07,Financial Services,0.015873583848874304
2014-11-07,Healthcare,0.013168167503915463
2014-11-07,Industrials,0.019040632748907483
2014-11-07,Real Estate,0.003805063293552735
2014-11-07,Technology,0.005519593302946723
2014-11-07,Utilities,0.016706807547503772
2014-11-14,Basic Materials,0.01734688304814614
2014-11-14,Communication Services,-0.011927697410039542
2014-11-14,Consumer Cyclical,0.014641389142986233
2014-11-14,Consumer Defensive,0.012667074820307283
2014-11-14,Energy,-0.00449375969907112
2014-11-14,Financial Services,-0.002317962862506424
2014-11-14,Healthcare,0.008352481331592719
2014-11-14,Industrials,0.004187401532463846
2014-11-14,Real Estate,0.005272664904212648
2014-11-14,Technology,0.018813413254814483
2014-11-14,Utilities,-0.011858594969770679
2014-11-21,Basic Materials,0.008849273784410033
2014-11-21,Communication Services,0.0045062196410758275
2014-11-21,Consumer Cyclical,0.01043673696151189
2014-11-21,Consumer Defensive,0.008217810419884924
2014-11-21,Energy,0.011611235489228438
2014-11-21,Financial Services,0.010317335250118308
2014-11-21,Healthcare,0.0023739619590445057
2014-11-21,Industrials,0.016132279367176296
2014-11-21,Real Estate,0.007999296667894791
2014-11-21,Technology,0.009084750579705295
2014-11-21,Utilities,-0.007467183347821847
2014-11-28,Basic Materials,-0.033247558665950375
2014-11-28,Communication Services,-0.008466064001533422
2014-11-28,Consumer Cyclical,-0.012551989111096517
2014-11-28,Consumer Defensive,0.016029917024500316
2014-11-28,Energy,-0.052064958915156646
2014-11-28,Financial Services,0.005943828117976055
2014-11-28,Healthcare,0.020479736990222368
2014-11-28,Industrials,-0.014871629278141585
2014-11-28,Real Estate,0.009124190388234856
2014-11-28,Technology,0.002698854492131169
2014-11-28,Utilities,0.02197907529734072
2014-12-05,Basic Materials,0.0062160372484195755
2014-12-05,Communication Services,-0.0060954561219939
2014-12-05,Consumer Cyclical,-0.014329901658508391
2014-12-05,Consumer Defensive,-0.015218471557472439
2014-12-05,Energy,-0.04414738895107707
2014-12-05,Financial Services,0.01729051681633874
2014-12-05,Healthcare,0.007851455737366614
2014-12-05,Industrials,0.0015478881727003329
2014-12-05,Real Estate,0.0017687420182413054
2014-12-05,Technology,0.009352455397512659
2014-12-05,Utilities,0.0002920327291879192
2014-12-12,Basic Materials,-0.07067517646518638
2014-12-12,Communication Services,-0.053315577513481684
2014-12-12,Consumer Cyclical,-0.04577056422680926
2014-12-12,Consumer Defensive,-0.028372464699689487
2014-12-12,Energy,-0.05172284196213341
2014-12-12,Financial Services,-0.04968622347737269
2014-12-12,Healthcare,-0.044461568316442365
2014-12-12,Industrials,-0.03471868570915139
2014-12-12,Real Estate,-0.026154422806106768
2014-12-12,Technology,-0.0473420420985227
2014-12-12,Utilities,-0.020234729696763726
2014-12-19,Basic Materials,0.05398667822725198
2014-12-19,Communication Services,0.06856223135111408
2014-12-19,Consumer Cyclical,0.05817446543281828
2014-12-19,Consumer Defensive,0.045392169122586146
2014-12-19,Energy,0.08964391843445162
2014-12-19,Financial Services,0.057033151980460245
2014-12-19,Healthcare,0.02405734753918605
2014-12-19,Industrials,0.04850489864831693
2014-12-19,Real Estate,0.04599708888128026
2014-12-19,Technology,0.05767587866210306
2014-12-19,Utilities,0.03901185947359843
2014-12-26,Basic Materials,0.007947393893761538
2014-12-26,Communication Services,-0.002675869647792198
2014-12-26,Consumer Cyclical,0.006685127261243152
2014-12-26,Consumer Defensive,-0.00508507635617623
2014-12-26,Energy,-0.00845443894691091
2014-12-26,Financial Services,0.0006136552749006208
2014-12-26,Healthcare,0.008043382427054518
2014-12-26,Industrials,-0.002266801700727609
2014-12-26,Real Estate,-0.0014071142248001192
2014-12-26,Technology,-0.009897640855673802
2014-12-26,Utilities,0.01781039600364361
2015-01-02,Basic Materials,-0.029296850314394836
2015-01-02,Communication Services,-0.044532169647384864
2015-01-02,Consumer Cyclical,-0.03684970021271296
2015-01-02,Consumer Defensive,-0.018096956732190396
2015-01-02,Energy,-0.05744648741379796
2015-01-02,Financial Services,-0.0493553971379728
2015-01-02,Healthcare,-0.014962530160159184
2015-01-02,Industrials,-0.04296078993023816
2015-01-02,Real Estate,0.004146502083686055
2015-01-02,Technology,-0.04287959740941232
2015-01-02,Utilities,-0.02151225207777147
2015-01-09,Basic Materials,0.0061223147807109145
2015-01-09,Communication Services,0.0022254437378872853
2015-01-09,Consumer Cyclical,0.0038350535212828287
2015-01-09,Consumer Defensive,0.01660915300299824
2015-01-09,Energy,-0.023383177546609367
2015-01-09,Financial Services,0.0047361989755407615
2015-01-09,Healthcare,0.018874594601013105
2015-01-09,Industrials,0.006957622983052322
2015-01-09,Real Estate,0.01708003880911341
2015-01-09,Technology,0.02140618214153848
2015-01-09,Utilities,0.009996366952727457
2015-01-16,Basic Materials,0.00946576278999767
2015-01-16,Communication Services,0.014081877256930182
2015-01-16,Consumer Cyclical,-0.023234577413917677
2015-01-16,Consumer Defensive,0.004430463206099446
2015-01-16,Energy,0.023103226598806204
2015-01-16,Financial Services,-0.02116469344921886
2015-01-16,Healthcare,0.003181738488599349
2015-01-16,Industrials,0.0023189128841472873
2015-01-16,Real Estate,0.012722435312424587
2015-01-16,Technology,-0.001157333089944217
2015-01-16,Utilities,0.023445221156876934
2015-01-23,Basic Materials,0.010590526602557184
2015-01-23,Communication Services,0.029813771815364716
2015-01-23,Consumer Cyclical,0.034369801756025574
2015-01-23,Consumer Defensive,-0.008403892027938535
2015-01-23,Energy,0.03517796603998256
2015-01-23,Financial Services,0.0033545815808628016
2015-01-23,Healthcare,0.008351664494948799
2015-01-23,Industrials,0.0039958961302789565
2015-01-23,Real Estate,0.025251979458832438
2015-01-23,Technology,-0.01093953277675301
2015-01-23,Utilities,0.009551412068131577
2015-01-30,Basic Materials,0.008584791410321167
2015-01-30,Communication Services,0.012443612562204349
2015-01-30,Consumer Cyclical,0.040840016843618876
2015-01-30,Consumer Defensive,0.006924380010669716
2015-01-30,Energy,0.029916371346172133
2015-01-30,Financial Services,0.012521677879079424
2015-01-30,Healthcare,-0.010108865608009842
2015-01-30,Industrials,0.016986173221901515
